CollectionCode,HMS,StructuredFormula,StructureType,Reference,CellParameter,Temperature,ANXFormula,ChemicalName,MineralGroup,MineralSuperGroup,CalculatedDensity(g/cm3),PublicationYear,Pdf,DOI or Link,
213372,F d -3 m Z,Gd2 Hf2 O7,Ca2Nb2O7,"Ceramics International (2018) 44, (14) p. 16972-16976",10.5501(2) 10.5501(2) 10.5501(2) 90. 90. 90.,293,A2B2X7,Digadolinium dihafnium heptaoxide,,,8.86,2018,,,
213450,F d -3 m Z,Nd2 Zr2 O7,Eu2Zr2O7,"Materials Chemistry and Physics (2010) 124, (1) p. 145-149",10.68839(9) 10.68839(9) 10.68839(9) 90. 90. 90.,293,A2B2X7,Dineodymium dizirconium heptaoxide,,,6.34,2010,,,
213451,F d -3 m Z,Nd2 Zr2 O7,Eu2Zr2O7,"Materials Chemistry and Physics (2010) 124, (1) p. 145-149",10.69325(4) 10.69325(4) 10.69325(4) 90. 90. 90.,293,A2B2X7,Dineodymium dizirconium heptaoxide,,,6.33,2010,,,
213452,F d -3 m Z,Nd2 Zr2 O7,Eu2Zr2O7,"Materials Chemistry and Physics (2010) 124, (1) p. 145-149",10.70701(6) 10.70701(6) 10.70701(6) 90. 90. 90.,293,A2B2X7,Dineodymium dizirconium heptaoxide,,,6.31,2010,,,
213453,F d -3 m Z,Nd2 Zr2 O7,Eu2Zr2O7,"Materials Chemistry and Physics (2010) 124, (1) p. 145-149",10.71185(7) 10.71185(7) 10.71185(7) 90. 90. 90.,293,A2B2X7,Dineodymium dizirconium heptaoxide,,,6.3,2010,,,
213829,F d -3 m Z,Bi1.5 Sc0.5 Ti2 O7,Ca2Nb2O7,"Physics of the Solid State (2017) 59, (3) p. 495-503",10.3105 10.3105 10.3105 90. 90. 90.,298,A2B2X7,Bismuth scandium dititanate (1.5/0.5/1),,,6.59,2017,,,
213830,F d -3 m Z,Bi1.5 In0.5 Ti2 O7,Ca2Nb2O7,"Physics of the Solid State (2017) 59, (3) p. 495-503",10.3271 10.3271 10.3271 90. 90. 90.,298,A2B2X7,Bismuth indium dititanate (1.5/0.5/1),,,6.98,2017,,,
213838,F d -3 m Z,Gd2 Ti2 O7,Eu2Zr2O7,"Journal of Materials Chemistry A: Materials for Energy and Sustainability (2023) 11, (44) p. 24203-24218",10.178215(8) 10.178215(8) 10.178215(8) 90. 90. 90.,293,A2B2X7,Gadolinium dititanium heptaoxide,,,6.58,2023,,,
213839,F d -3 m Z,Gd2 Ti2 O7,Ca2Nb2O7,"Journal of Materials Chemistry A: Materials for Energy and Sustainability (2023) 11, (44) p. 24203-24218",10.232(3) 10.232(3) 10.232(3) 90. 90. 90.,293,A2B2X7,Gadolinium dititanium heptaoxide,,,6.48,2023,,,
213840,F d -3 m Z,Gd2 (Ti0.85 Zr0.15)2 O7,Ca2Nb2O7,"Journal of Materials Chemistry A: Materials for Energy and Sustainability (2023) 11, (44) p. 24203-24218",10.23104(3) 10.23104(3) 10.23104(3) 90. 90. 90.,293,A2B2X7,Gadolinium titanium zirconium heptaoxide,,,6.64,2023,,,
213841,F d -3 m Z,Gd2 (Ti0.85 Zr0.15)2 O7,Eu2Zr2O7,"Journal of Materials Chemistry A: Materials for Energy and Sustainability (2023) 11, (44) p. 24203-24218",10.42(2) 10.42(2) 10.42(2) 90. 90. 90.,293,A2B2X7,Gadolinium titanium zirconium heptaoxide,,,6.28,2023,,,
213842,F d -3 m Z,Gd2 (Ti0.75 Zr0.25)2 O7,Ca2Nb2O7,"Journal of Materials Chemistry A: Materials for Energy and Sustainability (2023) 11, (44) p. 24203-24218",10.26928(3) 10.26928(3) 10.26928(3) 90. 90. 90.,293,A2B2X7,Gadolinium titanium zirconium heptaoxide,,,6.67,2023,,,
213843,F d -3 m Z,Gd2 (Ti0.75 Zr0.25)2 O7,Eu2Zr2O7,"Journal of Materials Chemistry A: Materials for Energy and Sustainability (2023) 11, (44) p. 24203-24218",10.3372(8) 10.3372(8) 10.3372(8) 90. 90. 90.,293,A2B2X7,Gadolinium titanium zirconium heptaoxide,,,6.54,2023,,,
213844,F d -3 m Z,Gd2 (Ti0.5 Zr0.5)2 O7,Ca2Nb2O7,"Journal of Materials Chemistry A: Materials for Energy and Sustainability (2023) 11, (44) p. 24203-24218",10.35152(2) 10.35152(2) 10.35152(2) 90. 90. 90.,293,A2B2X7,Gadolinium titanium zirconium heptaoxide,,,6.77,2023,,,
213845,F d -3 m Z,Gd2 (Ti0.5 Zr0.5)2 O7,Eu2Zr2O7,"Journal of Materials Chemistry A: Materials for Energy and Sustainability (2023) 11, (44) p. 24203-24218",10.3659(2) 10.3659(2) 10.3659(2) 90. 90. 90.,293,A2B2X7,Gadolinium titanium zirconium heptaoxide,,,6.75,2023,,,
213846,F d -3 m Z,Gd2 (Ti0.25 Zr0.75)2 O7,Ca2Nb2O7,"Journal of Materials Chemistry A: Materials for Energy and Sustainability (2023) 11, (44) p. 24203-24218",10.45829(3) 10.45829(3) 10.45829(3) 90. 90. 90.,293,A2B2X7,Gadolinium titanium zirconium heptaoxide,,,6.82,2023,,,
213849,F d -3 m Z,Gd2 (Ti0.25 Zr0.75)2 O7,Eu2Zr2O7,"Journal of Materials Chemistry A: Materials for Energy and Sustainability (2023) 11, (44) p. 24203-24218",10.46544(6) 10.46544(6) 10.46544(6) 90. 90. 90.,293,A2B2X7,Gadolinium titanium zirconium heptaoxide,,,6.81,2023,,,
213850,F d -3 m Z,Gd2 (Ti0.15 Zr0.85)2 O7,Ca2Nb2O7,"Journal of Materials Chemistry A: Materials for Energy and Sustainability (2023) 11, (44) p. 24203-24218",10.48699(3) 10.48699(3) 10.48699(3) 90. 90. 90.,293,A2B2X7,Gadolinium titanium zirconium heptaoxide,,,6.86,2023,,,
213855,F d -3 m Z,Gd2 Zr2 O7,Ca2Nb2O7,"Journal of Materials Chemistry A: Materials for Energy and Sustainability (2023) 11, (44) p. 24203-24218",10.52304(2) 10.52304(2) 10.52304(2) 90. 90. 90.,293,A2B2X7,Gadolinium dizirconium heptaoxide,,,6.94,2023,,,
214705,F d -3 m Z,Sm2 Ti2 O7,Ca2Nb2O7,"Journal of Alloys and Compounds (2014) 616,  p. 516-526",10.2318(3) 10.2318(3) 10.2318(3) 90. 90. 90.,293,A2B2X7,Disamarium heptaoxodititanate,,,6.31,2014,,,
214706,F d -3 m Z,Gd2 Ti2 O7,Ca2Nb2O7,"Journal of Alloys and Compounds (2014) 616,  p. 516-526",10.1851(1) 10.1851(1) 10.1851(1) 90. 90. 90.,293,A2B2X7,Digadolinium heptaoxodititanate,,,6.57,2014,,,
214707,F d -3 m Z,Yb2 Ti2 O7,Ca2Nb2O7,"Journal of Alloys and Compounds (2014) 616,  p. 516-526",10.0296(3) 10.0296(3) 10.0296(3) 90. 90. 90.,293,A2B2X7,Diytterbium heptaoxodititanate,,,7.29,2014,,,
215320,F d -3 m Z,(Y1.758 Dy0.242) (Ti1.986 Ta0.014) O7,Ca2Nb2O7,"Journal of Mineralogical and Petrological Sciences (2022) 117, (1)  Article ID 220728 (p. 1-6)",10.11090(10) 10.11090(10) 10.11090(10) 90. 90. 90.,293,A2B2X7,Yttrium dititanate,Betafite Group,Pyrochlore Supergroup,5.21,2022,,,
215895,F d -3 m Z,Pb2 Co Ru O7,Ca2Nb2O7,"Journal of the American Chemical Society (2025) 147, (30) p. 26854-26864",10.1623(4) 10.1623(4) 10.1623(4) 90. 90. 90.,293,A2B2X7,Dilead cobalt(IV) ruthenium(VI) heptaoxide,,,8.69,2025,,,
216307,F d -3 m Z,Bi2 In Nb O7,Ca2Nb2O7,"Journal of Crystal Growth (2001) 229, (1-4) p. 462-466",10.7793(1) 10.7793(1) 10.7793(1) 90. 90. 90.,295,A2B2X7,Dibismuth indium niobium oxide,,,7.82,2001,,,
216321,F d -3 m Z,La1.95 Sr0.05 Zr2 O6.975,Ca2Nb2O7,"Solid State Ionics (2015) 278,  p. 181-185",10.8068(4) 10.8068(4) 10.8068(4) 90. 90. 90.,293,A2B2X7,Lanthanum strontium zirconium oxide (1.95/0.05/2/6.975),,,5.99,2015,,,
216370,F d -3 m Z,Cd2 Nb2 O7,Ca2Nb2O7,"Materials Chemistry and Physics (2015) 168,  p. 122-126",10.37574(8) 10.37574(8) 10.37574(8) 90. 90. 90.,293,A2B2X7,Dicadmium heptaoxodiniobate,,,6.21,2015,,,
217894,F d -3 m Z,Gd2 Zr2 O7,Ca2Nb2O7,"Ceramics International (2025) 51, (20B) p. 31140-31149",10.5529 10.5529 10.5529 90. 90. 90.,293,A2B2X7,Gadolinium zirconium oxide (2/2/7),,,6.88,2025,,,
217895,F d -3 m Z,Dy2 Zr2 O7,Ca2Nb2O7,"Ceramics International (2025) 51, (20B) p. 31140-31149",10.4588 10.4588 10.4588 90. 90. 90.,293,A2B2X7,Dysprosium zirconium oxide (2/2/7),,,7.19,2025,,,
217896,F d -3 m Z,Ho2 Zr2 O7,Ca2Nb2O7,"Ceramics International (2025) 51, (20B) p. 31140-31149",10.4167 10.4167 10.4167 90. 90. 90.,293,A2B2X7,Holmium zirconium oxide (2/2/7),,,7.34,2025,,,
217897,F d -3 m Z,Er2 Zr2 O7,Ca2Nb2O7,"Ceramics International (2025) 51, (20B) p. 31140-31149",10.4108 10.4108 10.4108 90. 90. 90.,293,A2B2X7,Erbium zirconium oxide (2/2/7),,,7.4,2025,,,
218109,F d -3 m Z,La2 Hf2 O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2012) 194,  p. 168-172",10.7688(2) 10.7688(2) 10.7688(2) 90. 90. 90.,295,A2B2X7,Dilanthanum heptaoxodihafnate,,,7.94,2012,,,
218110,F d -3 m Z,Pr2 Hf2 O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2012) 194,  p. 168-172",10.6965(2) 10.6965(2) 10.6965(2) 90. 90. 90.,295,A2B2X7,Dipraseodymium heptaoxodihafnate,,,8.15,2012,,,
218111,F d -3 m Z,Nd2 Hf2 O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2012) 194,  p. 168-172",10.6469(2) 10.6469(2) 10.6469(2) 90. 90. 90.,295,A2B2X7,Dineodymium heptaoxodihafnate,,,8.34,2012,,,
218112,F d -3 m Z,Tb2 Hf2 O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2012) 194,  p. 168-172",10.4716(2) 10.4716(2) 10.4716(2) 90. 90. 90.,295,A2B2X7,Diterbium heptaoxodihafnate,,,9.1,2012,,,
218113,F d -3 m Z,Dy2 Hf2 O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2012) 194,  p. 168-172",10.4711(2) 10.4711(2) 10.4711(2) 90. 90. 90.,295,A2B2X7,Didysprosium heptaoxodihafnate,,,9.19,2012,,,
219106,F d -3 m Z,Mn2 Sb2 O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2025) 349,   Article ID 125400",10.1772(2) 10.1772(2) 10.1772(2) 90 90 90,297,A2B2X7,Manganese antimony oxide,,,5.87,2025,,,
219783,F d -3 m Z,Na Gd0.95 Eu0.05 Sn Mo O7,Ca2Nb2O7,"Journal of Luminescence (2017) 190,  p. 6-9",10.4601(2) 10.4601(2) 10.4601(2) 90. 90. 90.,293,A2B2X7,Sodium gadolinium heptaoxostannomolybdate - 0.05 Eu(3+) at.p.f.u. doped,,,5.88,2017,,,
219784,F d -3 m Z,Na Gd0.9 Eu0.1 Sn Mo O7,Ca2Nb2O7,"Journal of Luminescence (2017) 190,  p. 6-9",10.4618(2) 10.4618(2) 10.4618(2) 90. 90. 90.,293,A2B2X7,Sodium gadolinium heptaoxostannomolybdate - 0.1 Eu(3+) at.p.f.u. doped,,,5.87,2017,,,
219785,F d -3 m Z,Na Gd0.85 Eu0.15 Sn Mo O7,Ca2Nb2O7,"Journal of Luminescence (2017) 190,  p. 6-9",10.4625(2) 10.4625(2) 10.4625(2) 90. 90. 90.,293,A2B2X7,Sodium gadolinium heptaoxostannomolybdate - 0.15 Eu(3+) at.p.f.u. doped,,,5.87,2017,,,
219786,F d -3 m Z,Na Gd0.8 Eu0.2 Sn Mo O7,Ca2Nb2O7,"Journal of Luminescence (2017) 190,  p. 6-9",10.4634(2) 10.4634(2) 10.4634(2) 90. 90. 90.,293,A2B2X7,Sodium gadolinium heptaoxostannomolybdate - 0.20 Eu(3+) at.p.f.u. doped,,,5.87,2017,,,
219787,F d -3 m Z,Na Gd0.75 Eu0.25 Sn Mo O7,Ca2Nb2O7,"Journal of Luminescence (2017) 190,  p. 6-9",10.4639(2) 10.4639(2) 10.4639(2) 90. 90. 90.,293,A2B2X7,Sodium gadolinium heptaoxostannomolybdate - 0.25 Eu(3+) at.p.f.u. doped,,,5.86,2017,,,
219788,F d -3 m Z,Na Gd0.7 Eu0.3 Sn Mo O7,Ca2Nb2O7,"Journal of Luminescence (2017) 190,  p. 6-9",10.4654(2) 10.4654(2) 10.4654(2) 90. 90. 90.,293,A2B2X7,Sodium gadolinium heptaoxostannomolybdate - 0.3 Eu(3+) at.p.f.u. doped,,,5.86,2017,,,
220880,F d -3 m Z,Y2 Rh2 O7,Ca2Nb2O7,"Journal of Materials Chemistry C: Materials for Optical and Electronic Devices (2024) 12, (9) p. 3077-3089",10.11833(5) 10.11833(5) 10.11833(5) 90.0000 90.0000 90.0000,300,A2B2X7,Diyttrium dirhodium(IV) heptaoxide,,,6.36,2024,,,
220881,F d -3 m Z,Pb2 Rh2 O7,Ca2Nb2O7,"Journal of Materials Chemistry C: Materials for Optical and Electronic Devices (2024) 12, (9) p. 3077-3089",10.105662(13) 10.105662(13) 10.105662(13) 90.0000 90.0000 90.0000,300,A2B2X7,Dilead dirhodium(V) heptaoxide,,,9.43,2024,,,
221580,F d -3 m Z,Pr2 Ru2 O7,Ca2Nb2O7,"Zeitschrift fuer Naturforschung, B: A Journal of Chemical Sciences (1989) 44, (7) p. 750-760",10.373 10.373 10.373 90. 90. 90.,293,A2B2X7,Dipraseodymium heptaoxodiruthenate(IV),,,7.09,1989,,,
221815,F d -3 m Z,Bi2 Ga Ta O7,Ca2Nb2O7,"Journal of Crystal Growth (2004) 273, (1-2) p. 241-247",10.4516(5) 10.4516(5) 10.4516(5) 90. 90. 90.,293,A2B2X7,Dibismuth gallium tallium heptaoxide,,,9.08,2004,,,
222157,F d -3 m Z,Ga2 Bi Sb O7,Ca2Nb2O7,"International Journal of Hydrogen Energy (2014) 39, (3) p. 1228-1236",10.70353 10.70353 10.70353 90. 90. 90.,293,A2B2X7,Digadolinium bismuth antimony(V) oxide,,,6.31,2014,,,
222521,F d -3 m Z,Pr1.625 Cu0.375 Ru2 O7,Ca2Nb2O7,"Zeitschrift fuer Naturforschung, B: A Journal of Chemical Sciences (1989) 44, (7) p. 750-760",10.292 10.292 10.292 90. 90. 90.,293,A2B2X7,Praseodymium copper heptaoxodiruthenate (1.625/0.375/1),,,6.91,1989,,,
222522,F d -3 m Z,Dy1.625 Cu0.375 Ru2 O7,Ca2Nb2O7,"Zeitschrift fuer Naturforschung, B: A Journal of Chemical Sciences (1989) 44, (7) p. 750-760",10.157 10.157 10.157 90. 90. 90.,293,A2B2X7,Dysprosium copper heptaoxodiruthenate (1.625/0.375/1),,,7.63,1989,,,
222913,F d -3 m Z,Dy2 Ti2 O7,Ca2Nb2O7,"Journal of Magnetism and Magnetic Materials (2019) 481,  p. 221-226",10.1267(4) 10.1267(4) 10.1267(4) 90. 90. 90.,293,A2B2X7,Didysprosium heptaoxodititanate,,,6.81,2019,,,
223419,F d -3 m Z,Dy1.95 Fe0.05 Ti2 O7,Ca2Nb2O7,"Journal of Magnetism and Magnetic Materials (2019) 481,  p. 221-226",10.1208(1) 10.1208(1) 10.1208(1) 90. 90. 90.,293,A2B2X7,Didysprosium heptaoxodititanate- 0.05 Fe(3+) at.p.f.u. doped,,,6.76,2019,,,
223929,F d -3 m Z,Dy1.9 Fe0.1 Ti2 O7,Ca2Nb2O7,"Journal of Magnetism and Magnetic Materials (2019) 481,  p. 221-226",10.1143(1) 10.1143(1) 10.1143(1) 90. 90. 90.,293,A2B2X7,Didysprosium heptaoxodititanate- 0.1 Fe(3+) at.p.f.u. doped,,,6.7,2019,,,
223930,F d -3 m Z,Dy1.85 Fe0.15 Ti2 O7,Ca2Nb2O7,"Journal of Magnetism and Magnetic Materials (2019) 481,  p. 221-226",10.1077(1) 10.1077(1) 10.1077(1) 90. 90. 90.,293,A2B2X7,Didysprosium heptaoxodititanate - 0.15  Fe(3+) at.p.f.u. doped,,,6.65,2019,,,
230560,F d -3 m Z,La0.4 Gd1.6 Zr2 O7,Eu2Zr2O7,"Journal of Alloys and Compounds (2018) 769,  p. 18-26",10.5934(1) 10.5934(1) 10.5934(1) 90. 90. 90.,293,A2B2X7,Lanthanum gadolinium zirconium oxide (0.4/1.6/2/7),,,6.72,2018,01-086-8329,,
230784,F d -3 m Z,Ca Y Ti Nb O7,Ca2Nb2O7,"ChemistrySelect (2017) 2, (33) p. 10741-10747",10.246 10.246 10.246 90. 90. 90.,293,A2B2X7,Calcium yttrium titanium(IV) niobium(V) pentaoxide,,,4.71,2017,01-086-8550,,
235987,F d -3 m Z,Gd2 Ti2 O7,Ca2Nb2O7,"Journal of the American Ceramic Society (2018) 101, (7) p. 3065-3075",10.181 10.181 10.181 90. 90. 90.,293,A2B2X7,"Gadolinium titanate, europium-doped",,,6.57,2018,01-087-6078,,
235988,F d -3 m Z,Eu0.15 Gd1.35 Na0.5 Ti Sb O7,Ca2Nb2O7,"Journal of the American Ceramic Society (2018) 101, (7) p. 3065-3075",10.417 10.417 10.417 90. 90. 90.,293,A2B2X7,"Gadolinium sodium antimonate titanate, europium-doped",,,6.21,2018,01-087-6079,,
236758,F d -3 m Z,Nd2 Tc2 O7,Ca2Nb2O7,"Procedia Chemistry (2012) 7,  p. 622-628",10.40629(3) 10.40629(3) 10.40629(3) 90. 90. 90.,293,A2B2X7,Dineodymium ditechnetate,,,7.06,2012,01-083-8008,,
237258,F d -3 m Z,Y2 (Sn1.8 Zr0.2) O7,Ca2Nb2O7,"Journal of Physical Chemistry C (2013) 117, (50) p. 26740-26749",10.38564(2) 10.38564(2) 10.38564(2) 90. 90. 90.,293,A2B2X7,Yttrium tin zirconium oxide (2/1.8/0.2/7),,,6.19,2013,01-083-8441,,
237820,F d -3 m Z,Bi2 Ir2 O7,Ca2Nb2O7,"Chemistry of Materials (2012) 24, (21) p. 4192-4200",10.32074(31) 10.32074(31) 10.32074(31) 90. 90. 90.,293,A2B2X7,Dibismuth diiridate,,,11.07,2012,01-083-8971,,
238544,F d -3 m Z,(Ca0.95 Pb1.05) (Sb2 O7),Ca2Nb2O7,"Mineralogical Magazine (2013) 77, (7) p. 2931-2939",10.3783(6) 10.3783(6) 10.3783(6) 90. 90. 90.,293,A2B2X7,Calcium lead antimonate (0.95/1.05/2),Rom�ite Group,Pyrochlore Supergroup,7.26,2013,01-084-7548,,
238545,F d -3 m Z,Ca2 Sb2 O7,Bi2Ti2O7,"Mineralogical Magazine (2013) 77, (7) p. 3027-3037",10.3042(7) 10.3042(7) 10.3042(7) 90. 90. 90.,293,A2B2X7,Dicalcium diantimonate,,,5.29,2013,01-084-7549,,
239593,F d -3 m Z,In2 Ge2 O7,Ca2Nb2O7,"RSC Advances (2015) 5, (55) p. 44121-44127",9.7121(3) 9.7121(3) 9.7121(3) 90. 90. 90.,293,A2B2X7,Diindium digermanate,,,7.06,2015,01-084-8445,,
239644,F d -3 m Z,Nd2 Ir2 O7,Ca2Nb2O7,"Physical Review B: Condensed Matter and Materials Physics (2014) 90, (23)  Article ID 235110 (p. 1-7)",10.3768(2) 10.3768(2) 10.3768(2) 90. 90. 90.,293,A2B2X7,Neodymium iridium oxide (2/2/7),,,9.35,2014,01-084-8494,,
239645,F d -3 m Z,Eu2 Ir2 O7,Ca2Nb2O7,"Physical Review B: Condensed Matter and Materials Physics (2014) 90, (23)  Article ID 235110 (p. 1-7)",10.2857(3) 10.2857(3) 10.2857(3) 90. 90. 90.,293,A2B2X7,Europium iridium oxide (2/2/7),,,9.79,2014,01-084-8495,,
239646,F d -3 m Z,Pr2 Ir2 O7,Ca2Nb2O7,"Physical Review B: Condensed Matter and Materials Physics (2014) 90, (23)  Article ID 235110 (p. 1-7)",10.4105(3) 10.4105(3) 10.4105(3) 90. 90. 90.,293,A2B2X7,Praseodymium iridium oxide (2/2/7),,,9.19,2014,01-084-8496,,
239724,F d -3 m Z,Y2 Ti2 O7,Ca2Nb2O7,"Ceramics International (2015) 41, (4) p. 5309-5317",10.0971(1) 10.0971(1) 10.0971(1) 90. 90. 90.,293,A2B2X7,Diyttrium dititanate,,,4.98,2015,01-084-8561,,
239725,F d -3 m Z,Y2 (Ti1.5 Hf0.5) O7,Ca2Nb2O7,"Ceramics International (2015) 41, (4) p. 5309-5317",10.1790(1) 10.1790(1) 10.1790(1) 90. 90. 90.,293,A2B2X7,Yttrium titanium hafnium oxide (2/1.5/0.5/7),,,5.68,2015,01-084-8562,,
239726,F d -3 m Z,Y2 (Ti Hf) O7,Ca2Nb2O7,"Ceramics International (2015) 41, (4) p. 5309-5317",10.2524(1) 10.2524(1) 10.2524(1) 90. 90. 90.,293,A2B2X7,Yttrium titanium hafnium oxide (2/1/1/7),,,6.36,2015,01-084-8563,,
239727,F d -3 m Z,Y2 (Ti0.5 Hf1.5) O7,Ca2Nb2O7,"Ceramics International (2015) 41, (4) p. 5309-5317",10.3246(1) 10.3246(1) 10.3246(1) 90. 90. 90.,293,A2B2X7,Yttrium titanium hafnium oxide (2/0.5/1.5/7),,,7.02,2015,01-084-8564,,
239781,F d -3 m Z,(Bi1.6 Sc0.4) Ti2 O7,Ca2Nb2O7,"Russian Journal of General Chemistry (2016) 86, (2) p. 205-212",10.3274 10.3274 10.3274 90. 90. 90.,293,A2B2X7,Bismuth scandium dititanate,,,6.76,2016,01-084-8615,,
239783,F d -3 m Z,(Bi1.6 Sc0.4) Ti2 O7,Ca2Nb2O7,"Russian Journal of General Chemistry (2016) 86, (2) p. 205-212",10.3276 10.3276 10.3276 90. 90. 90.,293,A2B2X7,Bismuth scandium dititanate,,,6.76,2016,01-084-8617,,
241237,F d -3 m Z,(Pr1.37 Ca0.63) (Mo2 O7),Ca2Nb2O7,"Acta Crystallographica, Section E: Structure Reports Online (2008) 64, (6) p. i42",10.4329(3) 10.4329(3) 10.4329(3) 90.00 90.00 90.00,293,A2B2X7,Praseodymium calcium dimolybdate(VI) (1.37/0.63/1),,,6.11,2008,01-077-3819,,
245012,F d -3 m Z,Gd2 (Ti0.35 Zr0.65)2 O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2006) 179,  p. 3805-3813",10.4154(1) 10.4154(1) 10.4154(1) 90. 90. 90.,293,A2B2X7,Gadolinium titanium zirconium oxide (2/0.70/1.30/7),,,6.8,2006,01-075-5029,,
245014,F d -3 m Z,Gd2 (Ti0.65 Zr0.35)2 O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2006) 179,  p. 3805-3813",10.3208(2) 10.3208(2) 10.3208(2) 90. 90. 90.,293,A2B2X7,Gadolinium titanium zirconium oxide (2/1.30/0.70/7),,,6.68,2006,01-075-5031,,
245015,F d -3 m Z,Gd2 (Ti0.65 Zr0.35)2 O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2006) 179,  p. 3805-3813",10.3171(1) 10.3171(1) 10.3171(1) 90. 90. 90.,293,A2B2X7,Gadolinium titanium zirconium oxide (2/1.30/0.70/7),,,6.68,2006,01-075-5032,,
245138,F d -3 m Z,Dy2 Hf2 O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2006) 179, (7) p. 1990-1994",10.3900(4) 10.3900(4) 10.3900(4) 90. 90. 90.,293,A2B2X7,Didysprosium(III) dihafnium(IV) oxide,,,9.4,2006,01-076-3658,,
246400,F d -3 m Z,Bi0.66 Eu1.33 Ti2 O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2009) 182, (4) p. 836-840",10.25373(1) 10.25373(1) 10.25373(1) 90. 90. 90.,293,A2B2X7,Bismuth europium titanium oxide (0.66/1.33/2/7),,,6.75,2009,01-078-6327,,
246401,F d -3 m Z,Bi0.66 Ho1.33 Ti2 O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2009) 182, (4) p. 836-840",10.18701(1) 10.18701(1) 10.18701(1) 90. 90. 90.,293,A2B2X7,Bismuth holmium titanium oxide (0.66/1.33/2/7),,,7.1,2009,01-078-6328,,
246402,F d -3 m Z,Bi0.66 Yb1.33 Ti2 O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2009) 182, (4) p. 836-840",10.14530(1) 10.14530(1) 10.14530(1) 90. 90. 90.,293,A2B2X7,Bismuth ytterbium titanium oxide (0.66/1.33/2/7),,,7.33,2009,01-078-6329,,
246403,F d -3 m Z,Bi0.66 Yb1.33 Ti2 O7,Ca2Nb2O7,"Journal of Solid State Chemistry (2009) 182, (4) p. 836-840",10.14548(9) 10.14548(9) 10.14548(9) 90. 90. 90.,293,A2B2X7,Bismuth ytterbium titanium oxide (0.66/1.33/2/7),,,7.33,2009,,,
247234,F d -3 m Z,Pr2 (Sc Nb O7),Ca2Nb2O7,"Solid State Sciences (2010) 12, (4) p. 570-577",10.5532(3) 10.5532(3) 10.5532(3) 90. 90. 90.,293,A2B2X7,Dipraseodymium scandio(III)niobate(V),,,6.01,2010,01-078-7089,,
247235,F d -3 m Z,Nd2 (Sc Nb O7),Ca2Nb2O7,"Solid State Sciences (2010) 12, (4) p. 570-577",10.5266(4) 10.5266(4) 10.5266(4) 90. 90. 90.,293,A2B2X7,Dineodymium scandio(III)niobate(V),,,6.13,2010,01-078-7090,,
247236,F d -3 m Z,Eu2 (Sc Nb O7),Ca2Nb2O7,"Solid State Sciences (2010) 12, (4) p. 570-577",10.4368(2) 10.4368(2) 10.4368(2) 90. 90. 90.,293,A2B2X7,Dieuropium scandio(III)niobate(V),,,6.47,2010,01-078-7091,,
247237,F d -3 m Z,Gd2 (Sc Nb O7),Ca2Nb2O7,"Solid State Sciences (2010) 12, (4) p. 570-577",10.4237(2) 10.4237(2) 10.4237(2) 90. 90. 90.,293,A2B2X7,Digadolinium scandio(III)niobate(V),,,6.62,2010,01-078-7092,,
247238,F d -3 m Z,Dy2 (Sc Nb O7),Ca2Nb2O7,"Solid State Sciences (2010) 12, (4) p. 570-577",10.3601(2) 10.3601(2) 10.3601(2) 90. 90. 90.,293,A2B2X7,Didysprosium scandio(III)niobate(V),,,6.87,2010,01-078-7093,,
247239,F d -3 m Z,Nd2 (Ga Nb O7),Ca2Nb2O7,"Solid State Sciences (2010) 12, (4) p. 570-577",10.3534(3) 10.3534(3) 10.3534(3) 90. 90. 90.,293,A2B2X7,Dineodymium gallo(III)niobate(V),,,6.74,2010,01-078-7094,,
247240,F d -3 m Z,Eu2 (Ga Nb O7),Ca2Nb2O7,"Solid State Sciences (2010) 12, (4) p. 570-577",10.2709(3) 10.2709(3) 10.2709(3) 90. 90. 90.,293,A2B2X7,Dieuropium gallo(III)niobate(V),,,7.09,2010,01-078-7095,,
247241,F d -3 m Z,Gd2 (Ga Nb O7),Ca2Nb2O7,"Solid State Sciences (2010) 12, (4) p. 570-577",10.2661(3) 10.2661(3) 10.2661(3) 90. 90. 90.,293,A2B2X7,Digadolinium gallo(III)niobate(V),,,7.23,2010,01-078-7096,,
247242,F d -3 m Z,Dy2 (Ga Nb O7),Ca2Nb2O7,"Solid State Sciences (2010) 12, (4) p. 570-577",10.1992(3) 10.1992(3) 10.1992(3) 90. 90. 90.,293,A2B2X7,Didysprosium gallo(III)niobate(V),,,7.51,2010,01-078-7097,,
